2 r 15.0000; phi 0.0000; x 0.7500; y 0.0000; t_rel 1.0000;
5 r 2.3818; phi -1.8928; x -0.0377; y -0.1130; t_rel 0.4015;
5 r 2.3811; phi -1.8934; x -0.0377; y -0.1129; t_rel 0.4014;
5 r 2.3805; phi -1.8940; x -0.0378; y -0.1129; t_rel 0.4013;
5 r 2.3798; phi -1.8947; x -0.0379; y -0.1128; t_rel 0.4011;
5 r 2.3792; phi -1.8953; x -0.0379; y -0.1127; t_rel 0.4010;
5 r 2.3785; phi -1.8959; x -0.0380; y -0.1127; t_rel 0.4009;
5 r 2.3778; phi -1.8966; x -0.0380; y -0.1126; t_rel 0.4008;
5 r 2.3772; phi -1.8972; x -0.0381; y -0.1126; t_rel 0.4006;
5 r 2.3765; phi -1.8978; x -0.0382; y -0.1125; t_rel 0.4005;
5 r 2.3759; phi -1.8984; x -0.0382; y -0.1125; t_rel 0.4004;
5 r 2.3752; phi -1.8991; x -0.0383; y -0.1124; t_rel 0.4003;
5 r 2.3745; phi -1.8997; x -0.0383; y -0.1124; t_rel 0.4001;
5 r 2.3739; phi -1.9003; x -0.0384; y -0.1123; t_rel 0.4000;
5 r 2.3732; phi -1.9010; x -0.0385; y -0.1123; t_rel 0.3999;
5 r 2.3726; phi -1.9016; x -0.0385; y -0.1122; t_rel 0.3997;
5 r 2.3719; phi -1.9022; x -0.0386; y -0.1121; t_rel 0.3996;
5 r 2.3713; phi -1.9028; x -0.0386; y -0.1121; t_rel 0.3995;
5 r 2.3706; phi -1.9035; x -0.0387; y -0.1120; t_rel 0.3994;
5 r 2.3699; phi -1.9041; x -0.0388; y -0.1120; t_rel 0.3992;
5 r 2.3693; phi -1.9047; x -0.0388; y -0.1119; t_rel 0.3991;
5 r 2.3686; phi -1.9054; x -0.0389; y -0.1119; t_rel 0.3990;
5 r 2.3680; phi -1.9060; x -0.0389; y -0.1118; t_rel 0.3988;
5 r 2.3673; phi -1.9066; x -0.0390; y -0.1118; t_rel 0.3987;
5 r 2.3666; phi -1.9072; x -0.0391; y -0.1117; t_rel 0.3986;
5 r 2.3660; phi -1.9079; x -0.0391; y -0.1116; t_rel 0.3985;
5 r 2.3653; phi -1.9085; x -0.0392; y -0.1116; t_rel 0.3983;
5 r 2.3647; phi -1.9091; x -0.0392; y -0.1115; t_rel 0.3982;
5 r 2.3640; phi -1.9098; x -0.0393; y -0.1115; t_rel 0.3981;
5 r 2.3634; phi -1.9104; x -0.0394; y -0.1114; t_rel 0.3979;
5 r 2.3627; phi -1.9110; x -0.0394; y -0.1114; t_rel 0.3978;
5 r 2.3620; phi -1.9117; x -0.0395; y -0.1113; t_rel 0.3977;
5 r 2.3614; phi -1.9123; x -0.0395; y -0.1113; t_rel 0.3976;
5 r 2.3607; phi -1.9129; x -0.0396; y -0.1112; t_rel 0.3974;
5 r 2.3601; phi -1.9135; x -0.0397; y -0.1111; t_rel 0.3973;
5 r 2.3594; phi -1.9142; x -0.0397; y -0.1111; t_rel 0.3972;
5 r 2.3588; phi -1.9148; x -0.0398; y -0.1110; t_rel 0.3970;
5 r 2.3581; phi -1.9154; x -0.0398; y -0.1110; t_rel 0.3969;
5 r 2.3575; phi -1.9161; x -0.0399; y -0.1109; t_rel 0.3968;
5 r 2.3568; phi -1.9167; x -0.0400; y -0.1109; t_rel 0.3966;
5 r 2.3561; phi -1.9173; x -0.0400; y -0.1108; t_rel 0.3965;
5 r 2.3555; phi -1.9179; x -0.0401; y -0.1107; t_rel 0.3964;
5 r 2.3548; phi -1.9186; x -0.0401; y -0.1107; t_rel 0.3962;
5 r 2.3542; phi -1.9192; x -0.0402; y -0.1106; t_rel 0.3961;
5 r 2.3535; phi -1.9198; x -0.0402; y -0.1106; t_rel 0.3960;
5 r 2.3529; phi -1.9205; x -0.0403; y -0.1105; t_rel 0.3958;
5 r 2.3522; phi -1.9211; x -0.0404; y -0.1105; t_rel 0.3957;
5 r 2.3516; phi -1.9217; x -0.0404; y -0.1104; t_rel 0.3956;
5 r 2.3509; phi -1.9223; x -0.0405; y -0.1104; t_rel 0.3954;
5 r 2.3502; phi -1.9230; x -0.0405; y -0.1103; t_rel 0.3953;
5 r 2.3496; phi -1.9236; x -0.0406; y -0.1102; t_rel 0.3952;
5 r 2.3489; phi -1.9242; x -0.0407; y -0.1102; t_rel 0.3950;
5 r 2.3483; phi -1.9249; x -0.0407; y -0.1101; t_rel 0.3949;
5 r 2.3476; phi -1.9255; x -0.0408; y -0.1101; t_rel 0.3948;
5 r 2.3470; phi -1.9261; x -0.0408; y -0.1100; t_rel 0.3946;
5 r 2.3463; phi -1.9267; x -0.0409; y -0.1100; t_rel 0.3945;
5 r 2.3457; phi -1.9274; x -0.0409; y -0.1099; t_rel 0.3944;
5 r 2.3450; phi -1.9280; x -0.0410; y -0.1098; t_rel 0.3942;
5 r 2.3444; phi -1.9286; x -0.0411; y -0.1098; t_rel 0.3941;
5 r 2.3437; phi -1.9293; x -0.0411; y -0.1097; t_rel 0.3940;
5 r 2.3431; phi -1.9299; x -0.0412; y -0.1097; t_rel 0.3938;
5 r 2.3424; phi -1.9305; x -0.0412; y -0.1096; t_rel 0.3937;
5 r 2.3417; phi -1.9311; x -0.0413; y -0.1096; t_rel 0.3936;
5 r 2.3411; phi -1.9318; x -0.0413; y -0.1095; t_rel 0.3934;
5 r 2.3404; phi -1.9324; x -0.0414; y -0.1095; t_rel 0.3933;
5 r 2.3398; phi -1.9330; x -0.0415; y -0.1094; t_rel 0.3931;
5 r 2.3391; phi -1.9337; x -0.0415; y -0.1093; t_rel 0.3930;
5 r 2.3385; phi -1.9343; x -0.0416; y -0.1093; t_rel 0.3929;
5 r 2.3378; phi -1.9349; x -0.0416; y -0.1092; t_rel 0.3927;
5 r 2.3372; phi -1.9355; x -0.0417; y -0.1092; t_rel 0.3926;
5 r 2.3365; phi -1.9362; x -0.0417; y -0.1091; t_rel 0.3925;
5 r 2.3359; phi -1.9368; x -0.0418; y -0.1091; t_rel 0.3923;
5 r 2.3352; phi -1.9374; x -0.0419; y -0.1090; t_rel 0.3922;
5 r 2.3346; phi -1.9381; x -0.0419; y -0.1089; t_rel 0.3920;
5 r 2.3339; phi -1.9387; x -0.0420; y -0.1089; t_rel 0.3919;
5 r 2.3333; phi -1.9393; x -0.0420; y -0.1088; t_rel 0.3918;
5 r 2.3326; phi -1.9399; x -0.0421; y -0.1088; t_rel 0.3916;
5 r 2.3320; phi -1.9406; x -0.0421; y -0.1087; t_rel 0.3915;
5 r 2.3313; phi -1.9412; x -0.0422; y -0.1087; t_rel 0.3913;
5 r 2.3307; phi -1.9418; x -0.0423; y -0.1086; t_rel 0.3912;
5 r 2.3300; phi -1.9425; x -0.0423; y -0.1085; t_rel 0.3911;
5 r 2.3294; phi -1.9431; x -0.0424; y -0.1085; t_rel 0.3909;
5 r 2.3287; phi -1.9437; x -0.0424; y -0.1084; t_rel 0.3908;
5 r 2.3281; phi -1.9443; x -0.0425; y -0.1084; t_rel 0.3906;
5 r 2.3274; phi -1.9450; x -0.0425; y -0.1083; t_rel 0.3905;
5 r 2.3267; phi -1.9456; x -0.0426; y -0.1083; t_rel 0.3904;
5 r 2.3261; phi -1.9462; x -0.0426; y -0.1082; t_rel 0.3902;
5 r 2.3254; phi -1.9469; x -0.0427; y -0.1081; t_rel 0.3901;
5 r 2.3248; phi -1.9475; x -0.0428; y -0.1081; t_rel 0.3899;
5 r 2.3241; phi -1.9481; x -0.0428; y -0.1080; t_rel 0.3898;
5 r 2.3235; phi -1.9488; x -0.0429; y -0.1080; t_rel 0.3897;
5 r 2.3228; phi -1.9494; x -0.0429; y -0.1079; t_rel 0.3895;
5 r 2.3222; phi -1.9500; x -0.0430; y -0.1079; t_rel 0.3894;
5 r 2.3215; phi -1.9506; x -0.0430; y -0.1078; t_rel 0.3892;
5 r 2.3209; phi -1.9513; x -0.0431; y -0.1077; t_rel 0.3891;
5 r 2.3202; phi -1.9519; x -0.0431; y -0.1077; t_rel 0.3889;
5 r 2.3196; phi -1.9525; x -0.0432; y -0.1076; t_rel 0.3888;
5 r 2.3189; phi -1.9532; x -0.0433; y -0.1076; t_rel 0.3887;
5 r 2.3183; phi -1.9538; x -0.0433; y -0.1075; t_rel 0.3885;
5 r 2.3176; phi -1.9544; x -0.0434; y -0.1075; t_rel 0.3884;
5 r 2.3170; phi -1.9550; x -0.0434; y -0.1074; t_rel 0.3882;
5 r 2.3163; phi -1.9557; x -0.0435; y -0.1073; t_rel 0.3881;
5 r 2.3157; phi -1.9563; x -0.0435; y -0.1073; t_rel 0.3879;
5 r 2.3150; phi -1.9569; x -0.0436; y -0.1072; t_rel 0.3878;
5 r 2.3144; phi -1.9576; x -0.0436; y -0.1072; t_rel 0.3876;
5 r 2.3138; phi -1.9582; x -0.0437; y -0.1071; t_rel 0.3875;
5 r 2.3131; phi -1.9588; x -0.0438; y -0.1071; t_rel 0.3874;
5 r 2.3125; phi -1.9594; x -0.0438; y -0.1070; t_rel 0.3872;
5 r 2.3118; phi -1.9601; x -0.0439; y -0.1069; t_rel 0.3871;
5 r 2.3112; phi -1.9607; x -0.0439; y -0.1069; t_rel 0.3869;
5 r 2.3105; phi -1.9613; x -0.0440; y -0.1068; t_rel 0.3868;
5 r 2.3099; phi -1.9620; x -0.0440; y -0.1068; t_rel 0.3866;
5 r 2.3092; phi -1.9626; x -0.0441; y -0.1067; t_rel 0.3865;
5 r 2.3086; phi -1.9632; x -0.0441; y -0.1067; t_rel 0.3863;
5 r 2.3079; phi -1.9638; x -0.0442; y -0.1066; t_rel 0.3862;
5 r 2.3073; phi -1.9645; x -0.0443; y -0.1065; t_rel 0.3860;
5 r 2.3066; phi -1.9651; x -0.0443; y -0.1065; t_rel 0.3859;
5 r 2.3060; phi -1.9657; x -0.0444; y -0.1064; t_rel 0.3857;
5 r 2.3053; phi -1.9664; x -0.0444; y -0.1064; t_rel 0.3856;
5 r 2.3047; phi -1.9670; x -0.0445; y -0.1063; t_rel 0.3854;
5 r 2.3040; phi -1.9676; x -0.0445; y -0.1062; t_rel 0.3853;
5 r 2.3034; phi -1.9682; x -0.0446; y -0.1062; t_rel 0.3851;
5 r 2.3027; phi -1.9689; x -0.0446; y -0.1061; t_rel 0.3850;
5 r 2.3021; phi -1.9695; x -0.0447; y -0.1061; t_rel 0.3848;
5 r 2.3014; phi -1.9701; x -0.0447; y -0.1060; t_rel 0.3847;
5 r 2.3008; phi -1.9708; x -0.0448; y -0.1060; t_rel 0.3845;
5 r 2.3001; phi -1.9714; x -0.0448; y -0.1059; t_rel 0.3844;
5 r 2.2995; phi -1.9720; x -0.0449; y -0.1058; t_rel 0.3842;
5 r 2.2988; phi -1.9726; x -0.0450; y -0.1058; t_rel 0.3841;
5 r 2.2982; phi -1.9733; x -0.0450; y -0.1057; t_rel 0.3839;
5 r 2.2976; phi -1.9739; x -0.0451; y -0.1057; t_rel 0.3838;
5 r 2.2969; phi -1.9745; x -0.0451; y -0.1056; t_rel 0.3836;
5 r 2.2963; phi -1.9752; x -0.0452; y -0.1056; t_rel 0.3835;
5 r 2.2956; phi -1.9758; x -0.0452; y -0.1055; t_rel 0.3833;
5 r 2.2950; phi -1.9764; x -0.0453; y -0.1054; t_rel 0.3832;
5 r 2.2943; phi -1.9770; x -0.0453; y -0.1054; t_rel 0.3830;
5 r 2.2937; phi -1.9777; x -0.0454; y -0.1053; t_rel 0.3829;
5 r 2.2930; phi -1.9783; x -0.0454; y -0.1053; t_rel 0.3827;
5 r 2.2924; phi -1.9789; x -0.0455; y -0.1052; t_rel 0.3826;
5 r 2.2917; phi -1.9796; x -0.0455; y -0.1051; t_rel 0.3824;
5 r 2.2911; phi -1.9802; x -0.0456; y -0.1051; t_rel 0.3822;
5 r 2.2904; phi -1.9808; x -0.0457; y -0.1050; t_rel 0.3821;
5 r 2.2898; phi -1.9815; x -0.0457; y -0.1050; t_rel 0.3819;
5 r 2.2892; phi -1.9821; x -0.0458; y -0.1049; t_rel 0.3818;
5 r 2.2885; phi -1.9827; x -0.0458; y -0.1049; t_rel 0.3816;
5 r 2.2879; phi -1.9833; x -0.0459; y -0.1048; t_rel 0.3815;
5 r 2.2872; phi -1.9840; x -0.0459; y -0.1047; t_rel 0.3813;
5 r 2.2866; phi -1.9846; x -0.0460; y -0.1047; t_rel 0.3812;
5 r 2.2859; phi -1.9852; x -0.0460; y -0.1046; t_rel 0.3810;
5 r 2.2853; phi -1.9859; x -0.0461; y -0.1046; t_rel 0.3808;
5 r 2.2846; phi -1.9865; x -0.0461; y -0.1045; t_rel 0.3807;
5 r 2.2840; phi -1.9871; x -0.0462; y -0.1044; t_rel 0.3805;
5 r 2.2833; phi -1.9877; x -0.0462; y -0.1044; t_rel 0.3804;
5 r 2.2827; phi -1.9884; x -0.0463; y -0.1043; t_rel 0.3802;
5 r 2.2821; phi -1.9890; x -0.0463; y -0.1043; t_rel 0.3801;
5 r 2.2814; phi -1.9896; x -0.0464; y -0.1042; t_rel 0.3799;
5 r 2.2808; phi -1.9903; x -0.0464; y -0.1042; t_rel 0.3797;
5 r 2.2801; phi -1.9909; x -0.0465; y -0.1041; t_rel 0.3796;
5 r 2.2795; phi -1.9915; x -0.0465; y -0.1040; t_rel 0.3794;
5 r 2.2788; phi -1.9921; x -0.0466; y -0.1040; t_rel 0.3793;
5 r 2.2782; phi -1.9928; x -0.0467; y -0.1039; t_rel 0.3791;
5 r 2.2775; phi -1.9934; x -0.0467; y -0.1039; t_rel 0.3789;
5 r 2.2769; phi -1.9940; x -0.0468; y -0.1038; t_rel 0.3788;
5 r 2.2763; phi -1.9947; x -0.0468; y -0.1037; t_rel 0.3786;
5 r 2.2756; phi -1.9953; x -0.0469; y -0.1037; t_rel 0.3785;
5 r 2.2750; phi -1.9959; x -0.0469; y -0.1036; t_rel 0.3783;
5 r 2.2743; phi -1.9965; x -0.0470; y -0.1036; t_rel 0.3781;
5 r 2.2737; phi -1.9972; x -0.0470; y -0.1035; t_rel 0.3780;
5 r 2.2730; phi -1.9978; x -0.0471; y -0.1034; t_rel 0.3778;
5 r 2.2724; phi -1.9984; x -0.0471; y -0.1034; t_rel 0.3776;
5 r 2.2717; phi -1.9991; x -0.0472; y -0.1033; t_rel 0.3775;
5 r 2.2711; phi -1.9997; x -0.0472; y -0.1033; t_rel 0.3773;
5 r 2.2705; phi -2.0003; x -0.0473; y -0.1032; t_rel 0.3771;
5 r 2.2698; phi -2.0009; x -0.0473; y -0.1032; t_rel 0.3770;
5 r 2.2692; phi -2.0016; x -0.0474; y -0.1031; t_rel 0.3768;
5 r 2.2685; phi -2.0022; x -0.0474; y -0.1030; t_rel 0.3767;
5 r 2.2679; phi -2.0028; x -0.0475; y -0.1030; t_rel 0.3765;
5 r 2.2672; phi -2.0035; x -0.0475; y -0.1029; t_rel 0.3763;
5 r 2.2666; phi -2.0041; x -0.0476; y -0.1029; t_rel 0.3762;
5 r 2.2660; phi -2.0047; x -0.0476; y -0.1028; t_rel 0.3760;
5 r 2.2653; phi -2.0053; x -0.0477; y -0.1027; t_rel 0.3758;
5 r 2.2647; phi -2.0060; x -0.0477; y -0.1027; t_rel 0.3757;
5 r 2.2640; phi -2.0066; x -0.0478; y -0.1026; t_rel 0.3755;
5 r 2.2634; phi -2.0072; x -0.0478; y -0.1026; t_rel 0.3753;
5 r 2.2627; phi -2.0079; x -0.0479; y -0.1025; t_rel 0.3752;
5 r 2.2621; phi -2.0085; x -0.0479; y -0.1024; t_rel 0.3750;
5 r 2.2615; phi -2.0091; x -0.0480; y -0.1024; t_rel 0.3748;
5 r 2.2608; phi -2.0097; x -0.0480; y -0.1023; t_rel 0.3746;
5 r 2.2602; phi -2.0104; x -0.0481; y -0.1023; t_rel 0.3745;
5 r 2.2595; phi -2.0110; x -0.0481; y -0.1022; t_rel 0.3743;
5 r 2.2589; phi -2.0116; x -0.0482; y -0.1021; t_rel 0.3741;
5 r 2.2583; phi -2.0123; x -0.0482; y -0.1021; t_rel 0.3740;
5 r 2.2576; phi -2.0129; x -0.0483; y -0.1020; t_rel 0.3738;
5 r 2.2570; phi -2.0135; x -0.0483; y -0.1020; t_rel 0.3736;
5 r 2.2563; phi -2.0141; x -0.0484; y -0.1019; t_rel 0.3735;
5 r 2.2557; phi -2.0148; x -0.0484; y -0.1018; t_rel 0.3733;
5 r 2.2550; phi -2.0154; x -0.0485; y -0.1018; t_rel 0.3731;
5 r 2.2544; phi -2.0160; x -0.0485; y -0.1017; t_rel 0.3729;
5 r 2.2538; phi -2.0167; x -0.0486; y -0.1017; t_rel 0.3728;
5 r 2.2531; phi -2.0173; x -0.0486; y -0.1016; t_rel 0.3726;
5 r 2.2525; phi -2.0179; x -0.0487; y -0.1016; t_rel 0.3724;
5 r 2.2518; phi -2.0186; x -0.0487; y -0.1015; t_rel 0.3722;
5 r 2.2512; phi -2.0192; x -0.0488; y -0.1014; t_rel 0.3721;
5 r 2.2506; phi -2.0198; x -0.0488; y -0.1014; t_rel 0.3719;
5 r 2.2499; phi -2.0204; x -0.0489; y -0.1013; t_rel 0.3717;
5 r 2.2493; phi -2.0211; x -0.0489; y -0.1013; t_rel 0.3715;
5 r 2.2486; phi -2.0217; x -0.0490; y -0.1012; t_rel 0.3714;
5 r 2.2480; phi -2.0223; x -0.0490; y -0.1011; t_rel 0.3712;
5 r 2.2473; phi -2.0230; x -0.0491; y -0.1011; t_rel 0.3710;
5 r 2.2467; phi -2.0236; x -0.0491; y -0.1010; t_rel 0.3708;
5 r 2.2461; phi -2.0242; x -0.0492; y -0.1010; t_rel 0.3707;
5 r 2.2454; phi -2.0248; x -0.0492; y -0.1009; t_rel 0.3705;
5 r 2.2448; phi -2.0255; x -0.0493; y -0.1008; t_rel 0.3703;
5 r 2.2441; phi -2.0261; x -0.0493; y -0.1008; t_rel 0.3701;
5 r 2.2435; phi -2.0267; x -0.0494; y -0.1007; t_rel 0.3699;
5 r 2.2429; phi -2.0274; x -0.0494; y -0.1007; t_rel 0.3698;
5 r 2.2422; phi -2.0280; x -0.0495; y -0.1006; t_rel 0.3696;
5 r 2.2416; phi -2.0286; x -0.0495; y -0.1005; t_rel 0.3694;
5 r 2.2409; phi -2.0292; x -0.0496; y -0.1005; t_rel 0.3692;
5 r 2.2403; phi -2.0299; x -0.0496; y -0.1004; t_rel 0.3690;
5 r 2.2397; phi -2.0305; x -0.0497; y -0.1004; t_rel 0.3689;
5 r 2.2390; phi -2.0311; x -0.0497; y -0.1003; t_rel 0.3687;
5 r 2.2384; phi -2.0318; x -0.0498; y -0.1002; t_rel 0.3685;
5 r 2.2377; phi -2.0324; x -0.0498; y -0.1002; t_rel 0.3683;
5 r 2.2371; phi -2.0330; x -0.0499; y -0.1001; t_rel 0.3681;
5 r 2.2365; phi -2.0336; x -0.0499; y -0.1001; t_rel 0.3679;
5 r 2.2358; phi -2.0343; x -0.0500; y -0.1000; t_rel 0.3678;
5 r 2.2352; phi -2.0349; x -0.0500; y -0.0999; t_rel 0.3676;
5 r 2.2345; phi -2.0355; x -0.0501; y -0.0999; t_rel 0.3674;
5 r 2.2339; phi -2.0362; x -0.0501; y -0.0998; t_rel 0.3672;
5 r 2.2333; phi -2.0368; x -0.0502; y -0.0998; t_rel 0.3670;
5 r 2.2326; phi -2.0374; x -0.0502; y -0.0997; t_rel 0.3668;
5 r 2.2320; phi -2.0380; x -0.0503; y -0.0996; t_rel 0.3666;
5 r 2.2313; phi -2.0387; x -0.0503; y -0.0996; t_rel 0.3665;
5 r 2.2307; phi -2.0393; x -0.0504; y -0.0995; t_rel 0.3663;
5 r 2.2301; phi -2.0399; x -0.0504; y -0.0995; t_rel 0.3661;
5 r 2.2294; phi -2.0406; x -0.0505; y -0.0994; t_rel 0.3659;
5 r 2.2288; phi -2.0412; x -0.0505; y -0.0993; t_rel 0.3657;
5 r 2.2282; phi -2.0418; x -0.0506; y -0.0993; t_rel 0.3655;
5 r 2.2275; phi -2.0424; x -0.0506; y -0.0992; t_rel 0.3653;
5 r 2.2269; phi -2.0431; x -0.0507; y -0.0992; t_rel 0.3651;
5 r 2.2262; phi -2.0437; x -0.0507; y -0.0991; t_rel 0.3649;
5 r 2.2256; phi -2.0443; x -0.0507; y -0.0990; t_rel 0.3648;
5 r 2.2250; phi -2.0450; x -0.0508; y -0.0990; t_rel 0.3646;
5 r 2.2243; phi -2.0456; x -0.0508; y -0.0989; t_rel 0.3644;
5 r 2.2237; phi -2.0462; x -0.0509; y -0.0989; t_rel 0.3642;
5 r 2.2230; phi -2.0468; x -0.0509; y -0.0988; t_rel 0.3640;
5 r 2.2224; phi -2.0475; x -0.0510; y -0.0987; t_rel 0.3638;
6 r 2.2218; phi -2.0481; x -0.0510; y -0.0987; t_rel 0.3636;
6 r 2.2211; phi -2.0487; x -0.0511; y -0.0986; t_rel 0.3634;
6 r 2.2205; phi -2.0494; x -0.0511; y -0.0986; t_rel 0.3632;
6 r 2.2199; phi -2.0500; x -0.0512; y -0.0985; t_rel 0.3630;
6 r 2.2192; phi -2.0506; x -0.0512; y -0.0984; t_rel 0.3628;
6 r 2.2186; phi -2.0513; x -0.0513; y -0.0984; t_rel 0.3626;
6 r 2.2179; phi -2.0519; x -0.0513; y -0.0983; t_rel 0.3624;
6 r 2.2173; phi -2.0525; x -0.0514; y -0.0982; t_rel 0.3622;
6 r 2.2167; phi -2.0531; x -0.0514; y -0.0982; t_rel 0.3620;
6 r 2.2160; phi -2.0538; x -0.0515; y -0.0981; t_rel 0.3618;
6 r 2.2154; phi -2.0544; x -0.0515; y -0.0981; t_rel 0.3616;
6 r 2.2148; phi -2.0550; x -0.0516; y -0.0980; t_rel 0.3614;
6 r 2.2141; phi -2.0557; x -0.0516; y -0.0979; t_rel 0.3612;
6 r 2.2135; phi -2.0563; x -0.0516; y -0.0979; t_rel 0.3610;
6 r 2.2128; phi -2.0569; x -0.0517; y -0.0978; t_rel 0.3608;
6 r 2.2122; phi -2.0575; x -0.0517; y -0.0978; t_rel 0.3606;
6 r 2.2116; phi -2.0582; x -0.0518; y -0.0977; t_rel 0.3604;
6 r 2.2109; phi -2.0588; x -0.0518; y -0.0976; t_rel 0.3602;
6 r 2.2103; phi -2.0594; x -0.0519; y -0.0976; t_rel 0.3600;
6 r 2.2097; phi -2.0601; x -0.0519; y -0.0975; t_rel 0.3598;
6 r 2.2090; phi -2.0607; x -0.0520; y -0.0975; t_rel 0.3596;
6 r 2.2084; phi -2.0613; x -0.0520; y -0.0974; t_rel 0.3594;
6 r 2.2077; phi -2.0619; x -0.0521; y -0.0973; t_rel 0.3592;
6 r 2.2071; phi -2.0626; x -0.0521; y -0.0973; t_rel 0.3590;
6 r 2.2065; phi -2.0632; x -0.0522; y -0.0972; t_rel 0.3588;
6 r 2.2058; phi -2.0638; x -0.0522; y -0.0972; t_rel 0.3586;
6 r 2.2052; phi -2.0645; x -0.0522; y -0.0971; t_rel 0.3584;
6 r 2.2046; phi -2.0651; x -0.0523; y -0.0970; t_rel 0.3582;
6 r 2.2039; phi -2.0657; x -0.0523; y -0.0970; t_rel 0.3579;
6 r 2.2033; phi -2.0663; x -0.0524; y -0.0969; t_rel 0.3577;
6 r 2.2026; phi -2.0670; x -0.0524; y -0.0969; t_rel 0.3575;
6 r 2.2020; phi -2.0676; x -0.0525; y -0.0968; t_rel 0.3573;
6 r 2.2014; phi -2.0682; x -0.0525; y -0.0967; t_rel 0.3571;
6 r 2.2007; phi -2.0689; x -0.0526; y -0.0967; t_rel 0.3569;
6 r 2.2001; phi -2.0695; x -0.0526; y -0.0966; t_rel 0.3567;
6 r 2.1995; phi -2.0701; x -0.0527; y -0.0965; t_rel 0.3565;
6 r 2.1988; phi -2.0707; x -0.0527; y -0.0965; t_rel 0.3563;
6 r 2.1982; phi -2.0714; x -0.0527; y -0.0964; t_rel 0.3560;
6 r 2.1976; phi -2.0720; x -0.0528; y -0.0964; t_rel 0.3558;
6 r 2.1969; phi -2.0726; x -0.0528; y -0.0963; t_rel 0.3556;
6 r 2.1963; phi -2.0733; x -0.0529; y -0.0962; t_rel 0.3554;
6 r 2.1956; phi -2.0739; x -0.0529; y -0.0962; t_rel 0.3552;
6 r 2.1950; phi -2.0745; x -0.0530; y -0.0961; t_rel 0.3550;
6 r 2.1944; phi -2.0751; x -0.0530; y -0.0961; t_rel 0.3547;
6 r 2.1937; phi -2.0758; x -0.0531; y -0.0960; t_rel 0.3545;
6 r 2.1931; phi -2.0764; x -0.0531; y -0.0959; t_rel 0.3543;
6 r 2.1925; phi -2.0770; x -0.0532; y -0.0959; t_rel 0.3541;
6 r 2.1918; phi -2.0777; x -0.0532; y -0.0958; t_rel 0.3539;
6 r 2.1912; phi -2.0783; x -0.0532; y -0.0958; t_rel 0.3536;
6 r 2.1906; phi -2.0789; x -0.0533; y -0.0957; t_rel 0.3534;
6 r 2.1899; phi -2.0795; x -0.0533; y -0.0956; t_rel 0.3532;
6 r 2.1893; phi -2.0802; x -0.0534; y -0.0956; t_rel 0.3530;
6 r 2.1887; phi -2.0808; x -0.0534; y -0.0955; t_rel 0.3527;
6 r 2.1880; phi -2.0814; x -0.0535; y -0.0954; t_rel 0.3525;
6 r 2.1874; phi -2.0821; x -0.0535; y -0.0954; t_rel 0.3523;
6 r 2.1867; phi -2.0827; x -0.0536; y -0.0953; t_rel 0.3521;
6 r 2.1861; phi -2.0833; x -0.0536; y -0.0953; t_rel 0.3518;
6 r 2.1855; phi -2.0839; x -0.0536; y -0.0952; t_rel 0.3516;
6 r 2.1848; phi -2.0846; x -0.0537; y -0.0951; t_rel 0.3514;
6 r 2.1842; phi -2.0852; x -0.0537; y -0.0951; t_rel 0.3512;
6 r 2.1836; phi -2.0858; x -0.0538; y -0.0950; t_rel 0.3509;
6 r 2.1829; phi -2.0865; x -0.0538; y -0.0950; t_rel 0.3507;
6 r 2.1823; phi -2.0871; x -0.0539; y -0.0949; t_rel 0.3505;
6 r 2.1817; phi -2.0877; x -0.0539; y -0.0948; t_rel 0.3502;
6 r 2.1810; phi -2.0884; x -0.0540; y -0.0948; t_rel 0.3500;
6 r 2.1804; phi -2.0890; x -0.0540; y -0.0947; t_rel 0.3498;
6 r 2.1798; phi -2.0896; x -0.0540; y -0.0946; t_rel 0.3495;
6 r 2.1791; phi -2.0902; x -0.0541; y -0.0946; t_rel 0.3493;
6 r 2.1785; phi -2.0909; x -0.0541; y -0.0945; t_rel 0.3491;
6 r 2.1779; phi -2.0915; x -0.0542; y -0.0945; t_rel 0.3488;
6 r 2.1772; phi -2.0921; x -0.0542; y -0.0944; t_rel 0.3486;
6 r 2.1766; phi -2.0928; x -0.0543; y -0.0943; t_rel 0.3484;
6 r 2.1760; phi -2.0934; x -0.0543; y -0.0943; t_rel 0.3481;
6 r 2.1753; phi -2.0940; x -0.0543; y -0.0942; t_rel 0.3479;
6 r 2.1747; phi -2.0946; x -0.0544; y -0.0942; t_rel 0.3476;
6 r 2.1741; phi -2.0953; x -0.0544; y -0.0941; t_rel 0.3474;
6 r 2.1734; phi -2.0959; x -0.0545; y -0.0940; t_rel 0.3472;
6 r 2.1728; phi -2.0965; x -0.0545; y -0.0940; t_rel 0.3469;
6 r 2.1721; phi -2.0972; x -0.0546; y -0.0939; t_rel 0.3467;
6 r 2.1715; phi -2.0978; x -0.0546; y -0.0938; t_rel 0.3464;
6 r 2.1709; phi -2.0984; x -0.0546; y -0.0938; t_rel 0.3462;
6 r 2.1702; phi -2.0990; x -0.0547; y -0.0937; t_rel 0.3459;
6 r 2.1696; phi -2.0997; x -0.0547; y -0.0937; t_rel 0.3457;
6 r 2.1690; phi -2.1003; x -0.0548; y -0.0936; t_rel 0.3454;
6 r 2.1683; phi -2.1009; x -0.0548; y -0.0935; t_rel 0.3452;
